image_path,cluster_label
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210425T140305_1817_patch_1.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T090737_0226_patch_1.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T090946_0277_patch_7.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T091152_0327_patch_14.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T091548_0420_patch_5.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T091635_0438_patch_9.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T091640_0440_patch_14.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T092636_0532_patch_0.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T092644_0535_patch_5.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T092840_0581_patch_8.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T092852_0586_patch_8.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T092855_0587_patch_8.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T092938_0604_patch_7.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T092959_0612_patch_10.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T093017_0619_patch_0.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T093130_0648_patch_2.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T093135_0650_patch_7.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T093401_0707_patch_2.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T093648_0773_patch_13.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T094830_0950_patch_1.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T094830_0950_patch_5.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T095059_1009_patch_5.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T095251_1053_patch_6.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T095657_1150_patch_10.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T095838_1190_patch_11.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T095840_1191_patch_11.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T100151_1266_patch_12.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T100514_1346_patch_4.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T100650_1384_patch_8.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T101344_1451_patch_5.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T101422_1466_patch_8.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T101428_1468_patch_12.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T101518_1488_patch_3.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T101634_1518_patch_4.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T101703_1530_patch_12.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T101722_1537_patch_1.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T101936_1590_patch_3.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T101943_1593_patch_8.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T101953_1597_patch_1.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T102021_1608_patch_11.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T102138_1638_patch_0.jpg,2
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T102140_1639_patch_9.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T102143_1640_patch_4.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T102145_1641_patch_14.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T102358_1693_patch_9.jpg,2
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T102436_1708_patch_6.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T102521_1726_patch_6.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T102737_1779_patch_3.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T102750_1784_patch_10.jpg,2
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T103801_1848_patch_8.jpg,2
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T103902_1872_patch_3.jpg,2
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T103909_1875_patch_13.jpg,2
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T104150_1938_patch_0.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T104248_1961_patch_3.jpg,0
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T104258_1965_patch_13.jpg,2
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T110322_2318_patch_6.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20220502T135749_0035_patch_2.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20220502T140257_0157_patch_7.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20220502T140445_0199_patch_2.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20220502T140738_0267_patch_7.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20220502T140740_0268_patch_7.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20220502T140926_0310_patch_6.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20220502T142321_0524_patch_9.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20220502T142958_0680_patch_6.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20220502T143057_0703_patch_2.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20220502T143128_0715_patch_3.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20220502T143138_0719_patch_8.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20220502T143141_0720_patch_13.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20220502T143849_0796_patch_12.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20220502T145202_1108_patch_13.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20220502T145242_1124_patch_8.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20220502T145755_1155_patch_13.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20220502T150040_1220_patch_2.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20220502T150045_1222_patch_7.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20220502T150332_1288_patch_4.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20220502T150334_1289_patch_4.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20220502T150539_1338_patch_8.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20220502T150622_1355_patch_5.jpg,0
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20220502T151024_1450_patch_2.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20220502T151036_1454_patch_12.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20220502T151106_1466_patch_1.jpg,2
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20220502T151111_1468_patch_6.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20220502T152426_1567_patch_1.jpg,2
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20220502T152429_1568_patch_1.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20220502T152436_1571_patch_13.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20220502T152524_1590_patch_2.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20220502T152529_1592_patch_7.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20220502T152537_1595_patch_11.jpg,2
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20220502T152556_1603_patch_7.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20220502T152632_1616_patch_10.jpg,0
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20220502T153831_1899_patch_6.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20220502T153836_1901_patch_11.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20220502T153951_1930_patch_8.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T105354_0037_patch_7.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T105440_0055_patch_12.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T105557_0086_patch_6.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T105620_0095_patch_10.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T105648_0106_patch_6.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T105832_0147_patch_3.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T110239_0244_patch_0.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T110355_0274_patch_1.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T110358_0275_patch_1.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T110358_0275_patch_2.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T111259_0342_patch_4.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T112735_0687_patch_9.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T112740_0689_patch_4.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T112740_0689_patch_8.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T113342_0733_patch_7.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T113345_0734_patch_7.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T113729_0823_patch_1.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T113845_0853_patch_13.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T113853_0856_patch_3.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T113900_0859_patch_13.jpg,2
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T113924_0868_patch_2.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T114020_0890_patch_14.jpg,2
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T114138_0921_patch_8.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T114349_0972_patch_10.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T114354_0974_patch_1.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T114359_0976_patch_7.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T114432_0989_patch_6.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T114434_0990_patch_7.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T114527_1011_patch_3.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T114630_1036_patch_1.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T114711_1052_patch_7.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T114749_1067_patch_7.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T114817_1078_patch_6.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T114837_1086_patch_3.jpg,2
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T114847_1090_patch_13.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T115253_1187_patch_12.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T115306_1192_patch_9.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T120029_1285_patch_1.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T120301_1345_patch_0.jpg,2
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T120925_1496_patch_14.jpg,2
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T120935_1500_patch_0.jpg,2
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T120937_1501_patch_0.jpg,2
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T121206_1560_patch_0.jpg,2
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T122504_1785_patch_0.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T122514_1789_patch_8.jpg,2
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T122519_1791_patch_3.jpg,2
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T123340_1988_patch_2.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T123406_1998_patch_7.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T124459_2158_patch_4.jpg,2
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230503T094046_0011_patch_11.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230503T094608_0139_patch_1.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230503T100115_0393_patch_7.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230503T100258_0434_patch_9.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230503T101159_0647_patch_12.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230503T101421_0703_patch_7.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230503T101440_0710_patch_9.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230503T101445_0712_patch_14.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230503T103025_0841_patch_11.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230503T103032_0844_patch_1.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230503T103133_0868_patch_7.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230503T103138_0870_patch_8.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230503T103207_0881_patch_8.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230503T103459_0949_patch_11.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230503T103531_0961_patch_5.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230503T103616_0979_patch_12.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230503T103626_0983_patch_2.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230503T103850_1040_patch_10.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230503T103855_1042_patch_11.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230503T103938_1059_patch_2.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230503T104147_1110_patch_7.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230503T104152_1112_patch_7.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230503T104155_1113_patch_12.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230503T104202_1116_patch_7.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230503T104500_1186_patch_11.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230503T104518_1193_patch_10.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230503T104520_1194_patch_5.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230503T104525_1196_patch_0.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230503T104533_1199_patch_0.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230503T104603_1210_patch_6.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230503T105106_1259_patch_13.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230503T105129_1268_patch_6.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230503T105137_1271_patch_2.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230503T105252_1300_patch_4.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230503T110029_1480_patch_13.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230503T110916_1688_patch_0.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230503T110921_1690_patch_5.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230503T111702_1788_patch_10.jpg,2
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230503T112211_1856_patch_1.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230503T112537_1937_patch_11.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230503T112728_1981_patch_0.jpg,2
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230503T114235_2248_patch_4.jpg,2
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGBMAN_20220503T135300_0830_patch_8.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGBMAN_20220503T135310_0838_patch_8.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGBMAN_20220503T135313_0840_patch_2.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGBMAN_20220503T135315_0842_patch_7.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGBMAN_20220503T135320_0846_patch_12.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGBMAN_20220503T140110_1085_patch_2.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGBMAN_20220503T140123_1095_patch_13.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGBMAN_20220503T140130_1101_patch_3.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_NEDS2_20220504T092851_0263_patch_8.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_NEDS2_20220504T092944_0284_patch_3.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_NEDS2_20220504T092946_0285_patch_8.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_NEDS2_20220504T094815_0670_patch_11.jpg,0
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_NEDS2_20220504T095652_0877_patch_8.jpg,2
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_NEDS2_20220504T102313_1351_patch_12.jpg,0
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_NEDS2_20220504T102315_1352_patch_12.jpg,2
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_NEDS2_20220504T102333_1359_patch_13.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_NEDS2_20220504T103043_1531_patch_9.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_NEDS2_20220504T103048_1533_patch_4.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_NEDS2_20220504T103702_1644_patch_7.jpg,2
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_NEDS2_20220504T103924_1662_patch_14.jpg,2
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_NEDS2_20220504T103926_1663_patch_14.jpg,2
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_NEDS2_20220504T104041_1693_patch_14.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_NEDS2_20220504T104201_1725_patch_14.jpg,2
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_NEDS2_20220504T104211_1729_patch_4.jpg,2
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_NEDS2_20220504T104727_1801_patch_4.jpg,2
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_NEDS2_20220504T104735_1804_patch_1.jpg,2
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_NEDS2_20220504T104735_1804_patch_9.jpg,2
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_NEDS2_20220504T104737_1805_patch_6.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_NEDS2_20220504T104740_1806_patch_6.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_NEDS2_20220504T104742_1807_patch_3.jpg,2
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_NEDS2_20220504T104750_1810_patch_10.jpg,2
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_NEDS2_20220504T104802_1815_patch_2.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_NEDS2_20220504T104822_1823_patch_2.jpg,2
