image_path,cluster_label
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201028T112244_0730_patch_2.jpg,2
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201028T112251_0733_patch_7.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201028T114503_0892_patch_9.jpg,2
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201028T115036_1021_patch_2.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201029T112934_0565_patch_1.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201029T112937_0566_patch_6.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201029T113009_0579_patch_1.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201029T113307_0649_patch_4.jpg,2
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201029T113313_0651_patch_7.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201029T113315_0652_patch_7.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201029T113323_0655_patch_4.jpg,2
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201029T113325_0656_patch_10.jpg,2
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201029T113446_0688_patch_14.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201029T113451_0690_patch_13.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201029T113538_0708_patch_5.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201029T113559_0716_patch_6.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201029T113722_0749_patch_4.jpg,2
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201029T113757_0763_patch_4.jpg,2
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201029T114808_0819_patch_9.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201029T114823_0825_patch_9.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201029T114916_0846_patch_13.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201029T114919_0847_patch_13.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201029T114942_0856_patch_5.jpg,2
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201029T115031_0875_patch_4.jpg,2
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201029T115053_0884_patch_9.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201029T115101_0887_patch_14.jpg,2
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201029T115111_0891_patch_1.jpg,2
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201029T115119_0894_patch_6.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201029T115214_0916_patch_13.jpg,2
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201029T115224_0920_patch_8.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201029T115227_0921_patch_8.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201029T115525_0991_patch_3.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201029T115533_0994_patch_13.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201029T115616_1011_patch_6.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201029T115800_1052_patch_2.jpg,2
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201029T115918_1083_patch_2.jpg,2
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201029T115918_1083_patch_8.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201029T115926_1086_patch_12.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201029T115951_1096_patch_11.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201029T115953_1097_patch_11.jpg,2
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201029T120216_1153_patch_0.jpg,2
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201029T120337_1185_patch_8.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201029T120347_1189_patch_12.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201029T120552_1238_patch_5.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201029T120555_1239_patch_12.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201029T120557_1240_patch_10.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201029T120557_1240_patch_3.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201029T120600_1241_patch_10.jpg,2
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201029T120600_1241_patch_3.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201029T120623_1250_patch_2.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201029T120700_1265_patch_9.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201029T121217_1311_patch_11.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201029T121250_1324_patch_3.jpg,2
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201029T121313_1333_patch_5.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201029T121318_1335_patch_4.jpg,2
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201029T121318_1335_patch_5.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201029T121325_1338_patch_13.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201029T121330_1340_patch_1.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201029T121621_1407_patch_12.jpg,2
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201029T121651_1419_patch_6.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201029T121654_1420_patch_6.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201029T121714_1428_patch_6.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201029T121719_1430_patch_11.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201029T121722_1431_patch_6.jpg,2
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201029T121930_1481_patch_11.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201029T122219_1548_patch_3.jpg,2
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201029T122241_1557_patch_6.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201029T122544_1629_patch_7.jpg,0
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201029T123006_1732_patch_8.jpg,0
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201029T124606_1975_patch_12.jpg,2
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201029T124754_2017_patch_10.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201029T124804_2021_patch_14.jpg,2
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201030T082122_0568_patch_6.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201030T082210_0587_patch_7.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201030T082316_0613_patch_11.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201030T082448_0649_patch_7.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201030T082450_0650_patch_12.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201030T082458_0653_patch_12.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201030T082616_0684_patch_2.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201030T082624_0687_patch_1.jpg,0
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201030T082629_0689_patch_6.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201030T082634_0691_patch_7.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201030T082650_0697_patch_8.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201030T082731_0713_patch_13.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201030T082731_0713_patch_14.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201030T082834_0738_patch_14.jpg,2
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201030T083124_0805_patch_0.jpg,2
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201030T083302_0844_patch_3.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201030T083312_0848_patch_4.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201030T083315_0849_patch_4.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201030T083317_0850_patch_13.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201030T083320_0851_patch_9.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201030T083940_0855_patch_5.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201030T084008_0866_patch_3.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201030T084058_0886_patch_4.jpg,2
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201030T084058_0886_patch_7.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201030T084113_0892_patch_3.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201030T084113_0892_patch_7.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201030T084128_0898_patch_7.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201030T084131_0899_patch_7.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201030T084133_0900_patch_12.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201030T084141_0903_patch_12.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201030T084611_1009_patch_0.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201030T084626_1015_patch_6.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201030T084649_1024_patch_10.jpg,2
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201030T084754_1050_patch_11.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201030T084759_1052_patch_7.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201030T084802_1053_patch_7.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201030T084815_1058_patch_11.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201030T084820_1060_patch_13.jpg,2
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201030T084820_1060_patch_9.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201030T084835_1066_patch_7.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201030T084837_1067_patch_6.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201030T084958_1099_patch_6.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201030T085018_1107_patch_8.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201030T085130_1135_patch_1.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201030T085150_1143_patch_5.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201030T085155_1145_patch_10.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201030T085226_1157_patch_11.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201030T085246_1165_patch_8.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201030T085301_1171_patch_11.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201030T085314_1176_patch_2.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201030T085344_1188_patch_6.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201030T085347_1189_patch_6.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201030T085539_1233_patch_2.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201030T085544_1235_patch_13.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201030T085552_1238_patch_0.jpg,2
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201030T085552_1238_patch_8.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201030T085554_1239_patch_12.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201030T085554_1239_patch_4.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201030T085554_1239_patch_8.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201030T085600_1241_patch_2.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201030T085600_1241_patch_7.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201030T085610_1245_patch_11.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201030T090221_1251_patch_11.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201030T090259_1266_patch_12.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201030T090330_1278_patch_12.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201030T090402_1291_patch_7.jpg,2
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201030T090407_1293_patch_12.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201030T090435_1304_patch_3.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201030T090440_1306_patch_8.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201030T091014_1337_patch_13.jpg,2
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201030T091017_1338_patch_5.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201030T091047_1350_patch_9.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201030T091052_1352_patch_14.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201030T091105_1357_patch_1.jpg,2
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201030T091115_1361_patch_11.jpg,2
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201030T091328_1413_patch_11.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201030T091644_1490_patch_10.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201030T091707_1499_patch_3.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201030T091714_1502_patch_13.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201030T091805_1522_patch_3.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201030T091822_1529_patch_11.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201030T092736_1664_patch_7.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201030T092855_1695_patch_11.jpg,2
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201030T092905_1699_patch_1.jpg,2
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201030T092915_1703_patch_10.jpg,0
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201030T092918_1704_patch_10.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201030T093117_1751_patch_4.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201030T093250_1787_patch_5.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201030T093456_1837_patch_1.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201030T093501_1839_patch_6.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201030T095531_2212_patch_7.jpg,0
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201031T125914_0048_patch_4.jpg,2
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201031T130629_0222_patch_8.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201031T131357_0290_patch_7.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201031T131442_0308_patch_7.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201031T131445_0309_patch_2.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201031T132404_0424_patch_5.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201031T133506_0560_patch_6.jpg,2
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201031T133529_0569_patch_1.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201031T133854_0651_patch_2.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201031T134611_0697_patch_4.jpg,2
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201031T134613_0698_patch_9.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201031T135213_0842_patch_3.jpg,2
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201031T135348_0880_patch_11.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20201031T135651_0953_patch_12.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210425T121801_0039_patch_13.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210425T121803_0040_patch_2.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210425T122021_0095_patch_2.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210425T122034_0100_patch_7.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210425T122037_0101_patch_12.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210425T122037_0101_patch_9.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210425T122155_0132_patch_0.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210425T122231_0146_patch_10.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210425T122243_0151_patch_1.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210425T122401_0181_patch_10.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210425T122617_0235_patch_9.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210425T122620_0236_patch_13.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210425T122723_0261_patch_12.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210425T122935_0313_patch_3.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210425T122937_0314_patch_13.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210425T122947_0318_patch_13.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210425T123119_0354_patch_2.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210425T123127_0357_patch_7.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210425T123353_0415_patch_5.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210425T125115_0456_patch_13.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210425T125349_0517_patch_14.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210425T125352_0518_patch_14.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210425T125442_0538_patch_12.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210425T132300_1086_patch_3.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210425T132726_1191_patch_12.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210425T132800_1204_patch_4.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210425T132954_1249_patch_6.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210425T133017_1258_patch_14.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210425T133025_1261_patch_11.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210425T133622_1310_patch_7.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210425T134539_1530_patch_1.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210425T134552_1535_patch_12.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210425T134618_1545_patch_12.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210425T134844_1603_patch_11.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210425T134956_1631_patch_7.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210425T135134_1670_patch_12.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210425T135335_1717_patch_4.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210425T135435_1741_patch_11.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210425T140215_1797_patch_2.jpg,3
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210425T140220_1799_patch_5.jpg,1
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210425T140248_1810_patch_4.jpg,1
